Student_ID,Name,Age,Gender,School,Board,Class,Subject,Marks,Grade,Attendance_Percent,Study_Hours_Per_Day,Extra_Curricular,Scholarship
STU_031993,Student_31993,18,Male,School_19,ICSE,12,Physics,78,C,100.0,2.4,Yes,No
STU_031994,Student_31994,13,Female,School_28,CBSE,9,Economics,64,D,71.0,3.2,Yes,No
STU_031995,Student_31995,14,Male,School_19,Cambridge,12,Economics,66,C,71.5,5.8,No,No
STU_031996,Student_31996,14,Male,School_14,State,12,Computer Science,77,B+,99.7,4.8,No,No
STU_031997,Student_31997,15,Female,School_41,ICSE,10,Hindi,76,A,83.7,0.5,No,No
STU_031998,Student_31998,18,Male,School_20,ICSE,11,Chemistry,46,B+,94.3,3.1,Yes,No
STU_031999,Student_31999,14,Male,School_44,State,10,Computer Science,45,C,82.4,2.5,Yes,No
STU_032000,Student_32000,14,Male,School_1,IB,11,Computer Science,100,F,81.5,4.8,No,No
STU_032001,Student_32001,16,Female,School_42,IB,9,Physics,63,A,59.7,3.2,No,No
STU_032002,Student_32002,16,Female,School_14,State,9,Geography,70,B+,95.2,3.8,Yes,No
STU_032003,Student_32003,11,Female,School_9,IB,10,Geography,69,A+,76.1,6.0,Yes,No
STU_032004,Student_32004,18,Female,School_19,Cambridge,12,Geography,73,A+,76.5,5.2,No,No
STU_032005,Student_32005,13,Male,School_48,Cambridge,12,Biology,80,A,83.8,6.3,No,No
STU_032006,Student_32006,19,Male,School_40,ICSE,10,Geography,39,D,56.7,3.4,No,No
STU_032007,Student_32007,13,Male,School_17,Cambridge,12,Computer Science,79,A,99.6,7.1,Yes,No
STU_032008,Student_32008,13,Male,School_27,ICSE,9,Computer Science,67,C,79.8,6.2,No,No
STU_032009,Student_32009,17,Male,School_17,State,11,Chemistry,62,F,64.2,5.1,Yes,No
STU_032010,Student_32010,13,Female,School_16,State,12,Mathematics,88,C+,80.5,5.7,No,Yes
STU_032011,Student_32011,12,Male,School_50,Cambridge,11,Biology,70,B,95.4,1.9,Yes,No
STU_032012,Student_32012,15,Female,School_23,CBSE,10,Biology,74,C,100.0,6.7,Yes,No
STU_032013,Student_32013,15,Female,School_33,IB,11,Physics,58,D,100.0,1.4,Yes,No
STU_032014,Student_32014,15,Male,School_26,Cambridge,10,Geography,60,A+,96.3,5.2,Yes,No
STU_032015,Student_32015,16,Male,School_35,CBSE,10,Mathematics,61,C,76.2,3.5,No,No
STU_032016,Student_32016,15,Female,School_30,CBSE,9,Hindi,100,A,73.0,3.8,No,No
STU_032017,Student_32017,12,Male,School_38,ICSE,10,English,69,D,77.0,3.6,Yes,No
STU_032018,Student_32018,14,Female,School_2,Cambridge,10,Geography,78,C,87.9,0.3,No,No
STU_032019,Student_32019,14,Male,School_10,CBSE,12,Economics,58,B,75.0,5.3,Yes,No
STU_032020,Student_32020,16,Male,School_7,State,10,Chemistry,69,B,86.6,3.9,Yes,No
STU_032021,Student_32021,14,Female,School_24,ICSE,12,English,81,B,92.6,0.8,No,No
STU_032022,Student_32022,12,Male,School_29,IB,12,Physics,66,F,67.7,6.2,Yes,Yes
STU_032023,Student_32023,16,Female,School_47,CBSE,9,Geography,77,C,76.1,3.2,Yes,No
STU_032024,Student_32024,13,Male,School_34,State,11,Hindi,89,C+,64.3,2.2,Yes,No
STU_032025,Student_32025,15,Female,School_35,IB,10,Geography,72,B+,85.4,1.7,Yes,Yes
STU_032026,Student_32026,16,Male,School_1,ICSE,12,Geography,79,C,76.9,4.2,Yes,No
STU_032027,Student_32027,15,Female,School_4,IB,9,Geography,77,C,100.0,6.5,Yes,No
STU_032028,Student_32028,10,Male,School_38,CBSE,9,English,57,B+,90.1,6.0,No,No
STU_032029,Student_32029,16,Male,School_29,Cambridge,11,Physics,43,A,80.3,8.1,No,No
STU_032030,Student_32030,16,Male,School_40,IB,10,Hindi,58,C,87.8,8.4,Yes,No
STU_032031,Student_32031,12,Female,School_12,CBSE,10,Economics,63,C,88.2,4.9,No,No
STU_032032,Student_32032,15,Female,School_36,Cambridge,11,English,48,C,74.2,4.8,No,No
STU_032033,Student_32033,14,Female,School_21,IB,9,Geography,77,A,54.4,2.1,No,No
STU_032034,Student_32034,12,Female,School_5,Cambridge,10,Geography,79,A,64.5,0.0,No,No
STU_032035,Student_32035,17,Female,School_3,Cambridge,12,Mathematics,53,C,91.4,1.7,Yes,No
STU_032036,Student_32036,15,Male,School_39,IB,9,Biology,72,C,65.6,2.1,Yes,No
STU_032037,Student_32037,15,Female,School_26,Cambridge,11,Mathematics,74,C+,71.7,3.5,Yes,No
STU_032038,Student_32038,16,Male,School_16,IB,10,Mathematics,69,D,69.2,4.0,Yes,No
STU_032039,Student_32039,15,Male,School_35,IB,9,Economics,52,F,69.3,4.8,No,No
STU_032040,Student_32040,16,Female,School_43,Cambridge,11,Mathematics,68,C+,70.9,8.1,Yes,No
STU_032041,Student_32041,14,Male,School_4,CBSE,9,Mathematics,100,D,70.0,1.8,Yes,Yes
STU_032042,Student_32042,18,Male,School_3,Cambridge,9,Chemistry,64,A+,94.9,2.6,No,Yes
STU_032043,Student_32043,13,Male,School_11,CBSE,9,Hindi,66,A+,78.9,3.7,No,No
STU_032044,Student_32044,18,Male,School_6,IB,12,Physics,82,B,82.1,7.1,Yes,No
STU_032045,Student_32045,12,Female,School_24,Cambridge,11,Computer Science,88,C+,88.0,5.5,Yes,No
STU_032046,Student_32046,14,Female,School_6,State,10,English,66,B+,100.0,1.0,Yes,No
STU_032047,Student_32047,17,Male,School_12,IB,9,Chemistry,62,D,100.0,4.0,Yes,No
STU_032048,Student_32048,16,Male,School_35,IB,11,Mathematics,66,B,99.6,3.9,No,No
STU_032049,Student_32049,11,Male,School_47,IB,10,English,83,A,64.9,4.4,No,No
STU_032050,Student_32050,16,Female,School_8,IB,9,Geography,72,B+,83.4,3.1,Yes,No
STU_032051,Student_32051,14,Female,School_1,State,11,Geography,78,B+,100.0,3.9,Yes,No
STU_032052,Student_32052,13,Female,School_38,Cambridge,10,English,48,B,87.9,3.2,Yes,No
STU_032053,Student_32053,14,Female,School_31,State,12,English,50,A,79.7,5.5,No,No
STU_032054,Student_32054,16,Female,School_5,CBSE,10,Physics,57,C+,69.3,4.9,No,No
STU_032055,Student_32055,14,Male,School_4,CBSE,10,Chemistry,73,A+,89.6,0.1,Yes,Yes
STU_032056,Student_32056,14,Male,School_47,ICSE,10,Physics,67,C+,81.0,4.5,Yes,No
STU_032057,Student_32057,14,Female,School_32,State,11,Chemistry,60,B+,76.9,5.7,No,No
STU_032058,Student_32058,16,Male,School_22,State,11,Economics,73,A+,64.6,7.7,Yes,No
STU_032059,Student_32059,12,Female,School_19,ICSE,12,Geography,72,F,100.0,5.5,Yes,No
STU_032060,Student_32060,15,Male,School_47,IB,12,Biology,69,F,79.9,2.9,Yes,Yes
STU_032061,Student_32061,12,Male,School_18,Cambridge,10,Physics,92,D,83.5,2.8,Yes,No
STU_032062,Student_32062,13,Female,School_21,IB,10,Computer Science,67,B+,69.5,6.8,No,No
STU_032063,Student_32063,14,Female,School_37,ICSE,11,Biology,85,A+,77.6,3.6,Yes,No
STU_032064,Student_32064,12,Female,School_28,CBSE,9,English,55,F,63.8,4.5,No,No
STU_032065,Student_32065,17,Male,School_47,Cambridge,11,Physics,63,A,85.5,5.1,No,No
STU_032066,Student_32066,15,Female,School_34,ICSE,11,Computer Science,64,F,100.0,3.0,No,No
STU_032067,Student_32067,15,Male,School_26,State,10,Chemistry,56,C+,86.1,3.5,Yes,No
STU_032068,Student_32068,15,Female,School_45,Cambridge,9,English,71,F,85.1,2.5,No,No
STU_032069,Student_32069,19,Male,School_41,CBSE,10,Biology,79,D,54.1,5.3,Yes,No
STU_032070,Student_32070,15,Female,School_30,CBSE,9,Geography,73,B,68.6,6.6,Yes,No
STU_032071,Student_32071,15,Female,School_2,CBSE,12,English,71,F,63.2,2.3,No,No
STU_032072,Student_32072,15,Male,School_14,CBSE,10,History,65,A+,88.0,5.8,Yes,No
STU_032073,Student_32073,12,Female,School_15,State,9,Chemistry,60,B,90.1,3.4,No,No
STU_032074,Student_32074,14,Female,School_21,State,10,Geography,56,A+,100.0,2.0,Yes,No
STU_032075,Student_32075,14,Female,School_37,ICSE,10,Mathematics,76,C+,68.7,5.2,No,Yes
STU_032076,Student_32076,16,Female,School_47,Cambridge,9,Economics,57,C,58.7,1.5,No,No
STU_032077,Student_32077,13,Male,School_46,ICSE,10,English,52,D,89.3,4.7,Yes,No
STU_032078,Student_32078,15,Male,School_29,ICSE,12,Geography,81,A+,81.2,1.8,Yes,No
STU_032079,Student_32079,15,Female,School_40,Cambridge,9,Computer Science,59,A,67.8,3.0,Yes,No
STU_032080,Student_32080,16,Male,School_37,IB,12,Physics,67,B,75.9,2.6,Yes,No
STU_032081,Student_32081,16,Female,School_5,Cambridge,12,Chemistry,87,B,95.8,5.2,Yes,No
STU_032082,Student_32082,16,Female,School_38,ICSE,9,English,41,B+,100.0,6.8,No,No
STU_032083,Student_32083,15,Male,School_32,Cambridge,12,Biology,77,F,79.8,4.0,No,No
STU_032084,Student_32084,14,Female,School_43,ICSE,9,Physics,74,B,85.7,3.4,No,No
STU_032085,Student_32085,12,Female,School_34,IB,10,English,69,B,64.7,8.6,No,No
STU_032086,Student_32086,15,Male,School_32,ICSE,9,Hindi,57,D,68.2,5.2,Yes,No
STU_032087,Student_32087,13,Female,School_39,ICSE,9,English,60,C+,91.4,3.3,Yes,No
STU_032088,Student_32088,15,Female,School_44,Cambridge,12,Chemistry,52,C+,58.3,4.6,No,No
STU_032089,Student_32089,12,Male,School_38,Cambridge,10,Hindi,92,C,78.6,2.3,Yes,No
STU_032090,Student_32090,12,Male,School_39,State,10,Hindi,60,B,86.0,2.6,Yes,No
STU_032091,Student_32091,18,Female,School_12,IB,9,English,67,A,71.9,7.1,Yes,No
STU_032092,Student_32092,14,Male,School_7,CBSE,12,Hindi,54,A+,83.9,5.7,No,No
STU_032093,Student_32093,12,Male,School_38,IB,9,Geography,73,B,79.4,5.8,Yes,No
STU_032094,Student_32094,17,Male,School_43,CBSE,11,History,75,A+,88.1,4.2,Yes,Yes
STU_032095,Student_32095,13,Female,School_20,ICSE,9,Biology,65,D,81.3,4.7,No,No
STU_032096,Student_32096,15,Male,School_25,CBSE,12,Biology,50,A,86.3,3.9,No,No
STU_032097,Student_32097,14,Female,School_19,Cambridge,12,Mathematics,73,C,82.9,5.0,No,Yes
STU_032098,Student_32098,15,Male,School_28,Cambridge,9,Physics,62,D,81.5,7.1,Yes,No
STU_032099,Student_32099,13,Female,School_48,CBSE,9,Economics,45,C,89.4,6.5,Yes,No
STU_032100,Student_32100,15,Female,School_2,CBSE,12,Physics,81,A+,100.0,3.1,No,No
STU_032101,Student_32101,16,Female,School_23,CBSE,10,History,52,D,76.3,0.7,Yes,No
STU_032102,Student_32102,14,Male,School_33,State,12,Biology,41,C,81.2,8.3,No,No
STU_032103,Student_32103,18,Female,School_49,State,12,Economics,86,C+,97.6,6.4,Yes,Yes
STU_032104,Student_32104,16,Male,School_43,IB,12,Biology,71,C,83.0,5.1,Yes,No
STU_032105,Student_32105,14,Male,School_4,IB,10,Biology,79,B+,85.2,2.2,No,No
STU_032106,Student_32106,14,Male,School_26,IB,9,History,85,D,74.8,2.6,Yes,No
STU_032107,Student_32107,14,Female,School_24,State,9,Hindi,70,C,94.6,1.3,No,No
STU_032108,Student_32108,17,Female,School_46,ICSE,10,Physics,72,C,65.6,3.5,No,No
STU_032109,Student_32109,15,Male,School_39,Cambridge,11,Economics,79,C,76.0,5.1,No,No
STU_032110,Student_32110,14,Female,School_6,State,11,Chemistry,74,C,73.7,1.4,Yes,No
STU_032111,Student_32111,14,Male,School_31,ICSE,12,History,77,B+,61.0,0.0,No,No
STU_032112,Student_32112,14,Male,School_37,State,10,Computer Science,74,A,99.9,3.0,No,No
STU_032113,Student_32113,15,Male,School_16,Cambridge,10,Geography,81,A,85.6,2.2,Yes,No
STU_032114,Student_32114,14,Female,School_48,State,11,History,93,B,77.2,3.7,Yes,No
STU_032115,Student_32115,12,Female,School_26,State,10,Biology,57,B+,65.7,3.6,No,No
STU_032116,Student_32116,14,Female,School_21,IB,9,Mathematics,86,B,78.6,0.2,No,No
STU_032117,Student_32117,14,Female,School_48,CBSE,12,Physics,61,B,76.9,4.0,Yes,No
STU_032118,Student_32118,13,Female,School_42,ICSE,10,History,80,C+,81.0,2.6,No,No
STU_032119,Student_32119,11,Female,School_21,State,11,Physics,79,B,86.5,7.0,No,No
STU_032120,Student_32120,16,Male,School_30,ICSE,10,Chemistry,53,A+,89.1,5.4,No,No
STU_032121,Student_32121,13,Female,School_45,State,12,Geography,70,D,93.8,4.8,No,No
STU_032122,Student_32122,15,Male,School_9,IB,10,Chemistry,83,A+,72.7,2.1,Yes,No
STU_032123,Student_32123,16,Male,School_14,IB,12,Physics,88,D,73.5,3.1,Yes,No
STU_032124,Student_32124,15,Male,School_5,IB,12,Economics,72,A,100.0,5.1,Yes,No
STU_032125,Student_32125,16,Male,School_21,ICSE,9,Economics,56,B,100.0,4.1,Yes,Yes
STU_032126,Student_32126,14,Male,School_45,ICSE,9,Geography,60,A+,90.7,3.9,Yes,No
STU_032127,Student_32127,15,Female,School_29,State,11,Biology,71,C,100.0,5.0,Yes,No
STU_032128,Student_32128,14,Female,School_17,IB,9,Chemistry,75,F,64.7,2.5,Yes,No
STU_032129,Student_32129,14,Female,School_35,IB,9,History,59,D,90.0,5.1,Yes,No
STU_032130,Student_32130,13,Male,School_49,Cambridge,12,Biology,76,F,77.1,8.3,Yes,No
STU_032131,Student_32131,14,Male,School_7,IB,10,Physics,66,B,68.0,4.7,Yes,No
STU_032132,Student_32132,15,Female,School_16,ICSE,9,Computer Science,80,B,57.5,4.5,Yes,No
STU_032133,Student_32133,12,Male,School_32,CBSE,11,English,51,B,70.6,0.0,Yes,No
STU_032134,Student_32134,15,Male,School_26,CBSE,12,Chemistry,80,B,78.1,3.1,Yes,No
STU_032135,Student_32135,13,Male,School_45,Cambridge,10,Physics,66,A,68.6,2.7,No,No
STU_032136,Student_32136,13,Female,School_13,ICSE,10,Hindi,79,C+,100.0,0.0,No,No
STU_032137,Student_32137,15,Female,School_23,ICSE,12,History,44,C,87.8,4.8,Yes,No
STU_032138,Student_32138,16,Male,School_29,IB,10,Biology,76,A,82.5,5.0,No,Yes
STU_032139,Student_32139,15,Male,School_8,IB,9,Hindi,47,C,89.0,3.8,Yes,No
STU_032140,Student_32140,17,Female,School_38,ICSE,10,English,91,C+,81.4,4.7,Yes,No
STU_032141,Student_32141,15,Female,School_9,CBSE,9,Hindi,89,A+,94.0,0.9,Yes,No
STU_032142,Student_32142,16,Male,School_49,ICSE,12,Mathematics,77,D,95.9,7.3,No,No
STU_032143,Student_32143,16,Female,School_30,CBSE,10,Economics,71,B,88.1,3.9,No,No
STU_032144,Student_32144,17,Male,School_34,State,11,Geography,74,A+,100.0,2.8,Yes,No
STU_032145,Student_32145,17,Female,School_42,Cambridge,11,Hindi,60,A,65.9,0.0,No,No
STU_032146,Student_32146,16,Female,School_32,State,12,Hindi,81,B+,100.0,3.2,Yes,No
STU_032147,Student_32147,14,Female,School_26,Cambridge,11,Computer Science,87,C+,100.0,7.5,No,No
STU_032148,Student_32148,14,Male,School_21,Cambridge,12,Physics,77,A+,60.2,4.0,Yes,No
STU_032149,Student_32149,15,Male,School_38,CBSE,9,Geography,85,C+,100.0,5.6,No,No
STU_032150,Student_32150,13,Male,School_45,ICSE,11,Chemistry,77,D,85.9,1.7,Yes,No
STU_032151,Student_32151,15,Male,School_13,ICSE,9,Computer Science,76,A,69.9,6.5,Yes,No
STU_032152,Student_32152,11,Female,School_31,State,10,Geography,64,D,89.8,5.2,Yes,No
STU_032153,Student_32153,14,Female,School_37,IB,11,Computer Science,75,C,100.0,2.6,Yes,Yes
STU_032154,Student_32154,12,Female,School_44,Cambridge,10,Physics,38,F,85.3,1.3,Yes,No
STU_032155,Student_32155,16,Female,School_50,Cambridge,10,Physics,74,F,84.2,7.1,Yes,No
STU_032156,Student_32156,15,Female,School_43,IB,10,Physics,74,B,51.2,5.7,Yes,No
STU_032157,Student_32157,14,Male,School_46,Cambridge,10,Mathematics,89,B,83.2,3.4,Yes,No
STU_032158,Student_32158,12,Male,School_4,ICSE,11,Chemistry,62,C,100.0,5.8,Yes,No
STU_032159,Student_32159,13,Male,School_14,CBSE,9,Economics,55,F,79.7,1.7,Yes,No
STU_032160,Student_32160,14,Male,School_45,ICSE,9,Economics,58,D,69.0,5.6,No,No
STU_032161,Student_32161,10,Female,School_23,CBSE,9,English,78,B+,85.2,5.0,Yes,No
STU_032162,Student_32162,16,Female,School_20,CBSE,12,Biology,66,B,71.2,5.9,No,No
STU_032163,Student_32163,17,Female,School_48,ICSE,11,Chemistry,58,C,87.7,2.3,No,No
STU_032164,Student_32164,17,Male,School_17,ICSE,10,Chemistry,88,C,84.2,4.3,No,No
STU_032165,Student_32165,16,Male,School_13,Cambridge,11,Chemistry,68,C+,66.1,5.6,Yes,No
STU_032166,Student_32166,13,Female,School_32,Cambridge,9,Geography,70,B,100.0,4.7,Yes,No
STU_032167,Student_32167,13,Female,School_49,Cambridge,11,Physics,76,C+,81.3,3.1,Yes,No
STU_032168,Student_32168,16,Male,School_11,ICSE,12,Mathematics,100,B,66.6,5.9,No,No
STU_032169,Student_32169,14,Female,School_38,State,9,Physics,76,C,94.8,2.8,No,No
STU_032170,Student_32170,12,Male,School_50,State,9,Hindi,77,B,88.8,5.5,Yes,No
STU_032171,Student_32171,16,Female,School_46,CBSE,11,English,73,A+,65.4,4.7,Yes,No
STU_032172,Student_32172,15,Female,School_44,ICSE,9,Economics,66,D,91.7,6.5,No,No
STU_032173,Student_32173,16,Male,School_48,Cambridge,11,Physics,66,B+,69.4,4.5,No,Yes
STU_032174,Student_32174,14,Female,School_24,Cambridge,10,Physics,94,F,46.8,4.3,Yes,No
STU_032175,Student_32175,13,Male,School_44,ICSE,12,Biology,42,B,79.8,3.6,Yes,No
STU_032176,Student_32176,15,Male,School_4,IB,10,Geography,83,C+,51.7,2.1,No,No
STU_032177,Student_32177,15,Male,School_15,ICSE,12,Economics,58,C,80.0,4.1,Yes,No
STU_032178,Student_32178,14,Female,School_2,Cambridge,9,History,62,B+,77.9,5.9,No,No
STU_032179,Student_32179,17,Male,School_40,Cambridge,9,Computer Science,76,A+,81.9,1.6,Yes,Yes
STU_032180,Student_32180,14,Male,School_25,ICSE,12,Mathematics,83,A,90.3,6.9,Yes,Yes
STU_032181,Student_32181,17,Female,School_13,CBSE,11,English,69,B+,75.4,3.4,No,No
STU_032182,Student_32182,13,Male,School_8,State,10,Mathematics,75,C,69.9,4.6,Yes,No
STU_032183,Student_32183,15,Male,School_5,ICSE,12,History,67,A+,82.2,4.5,Yes,No
STU_032184,Student_32184,15,Female,School_16,ICSE,10,Chemistry,58,A+,74.1,0.8,No,No
STU_032185,Student_32185,15,Female,School_5,ICSE,9,Physics,55,A,100.0,1.8,No,No
STU_032186,Student_32186,14,Female,School_50,CBSE,11,History,33,C+,100.0,7.7,No,No
STU_032187,Student_32187,20,Male,School_27,IB,9,History,49,C+,100.0,2.9,Yes,No
STU_032188,Student_32188,15,Male,School_6,Cambridge,12,Computer Science,70,B+,63.7,1.9,No,No
STU_032189,Student_32189,13,Female,School_47,State,9,Economics,97,C,67.2,6.2,Yes,No
STU_032190,Student_32190,12,Male,School_28,ICSE,11,Chemistry,67,F,36.6,5.7,No,No
STU_032191,Student_32191,13,Male,School_20,Cambridge,11,Chemistry,55,D,85.1,5.0,Yes,No
STU_032192,Student_32192,15,Female,School_32,Cambridge,11,Mathematics,59,B,100.0,5.8,No,No
STU_032193,Student_32193,18,Female,School_9,ICSE,11,Chemistry,50,A+,84.0,7.5,No,No
STU_032194,Student_32194,16,Female,School_34,ICSE,12,History,57,C,90.4,2.4,Yes,No
STU_032195,Student_32195,16,Female,School_34,CBSE,9,Physics,78,B,87.3,4.7,No,No
STU_032196,Student_32196,15,Male,School_28,ICSE,10,Hindi,81,B,80.4,5.0,No,Yes
STU_032197,Student_32197,13,Female,School_29,CBSE,11,Mathematics,60,D,82.6,4.8,No,Yes
STU_032198,Student_32198,15,Male,School_43,CBSE,10,English,71,C,74.1,5.8,No,No
STU_032199,Student_32199,15,Female,School_28,Cambridge,12,Physics,75,C,84.2,6.3,No,No
STU_032200,Student_32200,15,Male,School_46,ICSE,9,English,64,A,72.5,2.4,No,No
STU_032201,Student_32201,12,Female,School_13,Cambridge,12,History,78,F,77.0,5.7,Yes,Yes
STU_032202,Student_32202,11,Female,School_39,CBSE,10,History,81,A+,100.0,2.3,No,No
STU_032203,Student_32203,16,Male,School_1,CBSE,10,Biology,67,B,58.3,5.6,No,Yes
STU_032204,Student_32204,16,Female,School_12,CBSE,9,Chemistry,69,F,71.3,5.6,Yes,No
STU_032205,Student_32205,14,Female,School_17,ICSE,10,Economics,63,C+,69.3,2.9,No,No
STU_032206,Student_32206,16,Male,School_19,ICSE,10,Computer Science,53,A,72.4,6.0,No,No
STU_032207,Student_32207,14,Female,School_15,Cambridge,10,Physics,87,D,49.8,5.5,Yes,No
STU_032208,Student_32208,17,Female,School_23,Cambridge,10,Computer Science,86,D,95.2,5.3,Yes,No
STU_032209,Student_32209,16,Male,School_36,CBSE,9,History,56,C+,99.5,5.0,No,No
STU_032210,Student_32210,14,Female,School_39,State,12,Hindi,64,D,74.7,6.5,Yes,No
STU_032211,Student_32211,14,Male,School_10,ICSE,11,Computer Science,71,B+,99.2,5.9,No,No
STU_032212,Student_32212,14,Female,School_15,Cambridge,9,Chemistry,63,A,93.1,2.9,Yes,No
STU_032213,Student_32213,14,Female,School_12,IB,9,Hindi,42,A,62.3,2.0,No,No
STU_032214,Student_32214,14,Female,School_4,IB,10,English,65,A,58.5,4.4,Yes,No
STU_032215,Student_32215,15,Male,School_35,IB,11,Geography,50,A+,86.9,2.8,Yes,No
STU_032216,Student_32216,16,Female,School_2,State,9,Hindi,77,B+,94.5,6.3,Yes,No
STU_032217,Student_32217,13,Male,School_9,ICSE,11,Physics,69,C+,56.5,7.9,Yes,No
STU_032218,Student_32218,11,Male,School_25,Cambridge,11,English,66,A+,74.6,1.2,No,No
STU_032219,Student_32219,14,Male,School_26,CBSE,11,Computer Science,92,B,79.4,6.4,Yes,No
STU_032220,Student_32220,12,Male,School_1,IB,10,Physics,70,C,65.6,3.8,No,No
STU_032221,Student_32221,12,Male,School_8,ICSE,12,Physics,71,F,71.6,6.3,Yes,No
STU_032222,Student_32222,13,Female,School_7,State,12,Physics,34,C+,90.8,7.9,Yes,No
STU_032223,Student_32223,17,Male,School_10,Cambridge,11,Mathematics,87,D,83.8,1.4,No,No
STU_032224,Student_32224,9,Male,School_28,CBSE,12,Economics,76,D,71.6,3.2,No,Yes
STU_032225,Student_32225,14,Male,School_30,IB,12,History,74,C,84.9,2.3,No,No
STU_032226,Student_32226,19,Female,School_10,Cambridge,12,Economics,62,A+,68.1,0.3,Yes,No
STU_032227,Student_32227,17,Female,School_13,CBSE,10,Mathematics,66,B,77.8,3.1,No,No
STU_032228,Student_32228,15,Male,School_9,State,12,Geography,68,A,78.6,4.2,Yes,No
STU_032229,Student_32229,12,Female,School_16,IB,10,Physics,82,F,97.0,3.7,Yes,No
STU_032230,Student_32230,13,Male,School_12,IB,10,Physics,74,D,69.1,3.3,Yes,No
STU_032231,Student_32231,16,Male,School_41,Cambridge,9,Mathematics,64,A,68.7,4.8,Yes,No
STU_032232,Student_32232,16,Female,School_27,ICSE,10,Physics,58,C,75.9,4.5,Yes,No
STU_032233,Student_32233,15,Male,School_21,Cambridge,9,Geography,67,F,87.6,6.6,No,No
STU_032234,Student_32234,15,Male,School_32,IB,9,English,58,C,76.6,7.4,Yes,No
STU_032235,Student_32235,16,Female,School_9,ICSE,12,Physics,74,B+,94.3,4.2,Yes,No
STU_032236,Student_32236,14,Male,School_48,IB,11,Economics,62,F,100.0,2.2,Yes,No
STU_032237,Student_32237,16,Male,School_24,ICSE,9,History,82,C,89.7,3.0,No,Yes
STU_032238,Student_32238,14,Male,School_6,CBSE,12,History,54,B+,58.0,8.3,Yes,No
STU_032239,Student_32239,13,Male,School_2,IB,10,Geography,71,B,65.9,1.8,Yes,No
STU_032240,Student_32240,16,Female,School_46,State,10,History,61,B,69.7,1.7,No,No
STU_032241,Student_32241,16,Female,School_21,ICSE,10,Chemistry,53,C,84.8,3.5,Yes,No
STU_032242,Student_32242,15,Male,School_9,ICSE,12,Computer Science,44,A,59.7,4.1,No,No
STU_032243,Student_32243,14,Male,School_20,Cambridge,12,Physics,90,A,98.7,1.2,Yes,No
STU_032244,Student_32244,13,Male,School_15,CBSE,10,Physics,68,B+,66.1,3.3,No,No
STU_032245,Student_32245,13,Male,School_50,ICSE,9,Chemistry,71,D,82.7,3.8,Yes,No
STU_032246,Student_32246,14,Male,School_17,Cambridge,9,Mathematics,68,F,100.0,6.4,No,No
STU_032247,Student_32247,15,Male,School_27,IB,11,Biology,76,D,98.7,4.2,Yes,No
STU_032248,Student_32248,14,Male,School_29,CBSE,12,Computer Science,51,B+,74.1,3.9,Yes,No
STU_032249,Student_32249,13,Female,School_42,ICSE,10,Economics,48,C+,74.5,4.8,Yes,No
STU_032250,Student_32250,13,Female,School_1,IB,10,Hindi,80,A,78.1,6.2,Yes,No
STU_032251,Student_32251,17,Male,School_7,IB,12,Mathematics,76,B,89.8,3.6,Yes,No
STU_032252,Student_32252,13,Male,School_29,CBSE,10,Biology,71,B+,85.1,7.6,No,No
STU_032253,Student_32253,17,Male,School_23,IB,9,Mathematics,75,A,100.0,2.0,Yes,No
STU_032254,Student_32254,15,Female,School_34,CBSE,10,Economics,94,B,66.9,0.2,No,No
STU_032255,Student_32255,16,Male,School_25,CBSE,10,Economics,63,B,79.4,0.1,Yes,No
STU_032256,Student_32256,12,Female,School_48,State,11,Economics,81,B,89.2,1.8,No,No
STU_032257,Student_32257,12,Male,School_7,IB,12,English,61,D,58.2,1.4,No,Yes
STU_032258,Student_32258,14,Female,School_29,CBSE,11,Biology,100,A+,90.9,4.5,Yes,No
STU_032259,Student_32259,15,Male,School_31,ICSE,9,Chemistry,43,B+,97.5,6.0,Yes,No
STU_032260,Student_32260,13,Female,School_22,State,10,Mathematics,82,C+,94.5,0.0,Yes,No
STU_032261,Student_32261,15,Female,School_13,ICSE,12,Chemistry,80,B+,47.6,5.4,No,No
STU_032262,Student_32262,17,Male,School_45,IB,9,English,80,F,72.5,1.8,Yes,No
STU_032263,Student_32263,15,Female,School_41,IB,11,Biology,74,F,93.0,1.6,No,No
STU_032264,Student_32264,18,Male,School_14,Cambridge,10,Economics,71,B,59.3,4.8,No,No
STU_032265,Student_32265,11,Female,School_8,State,10,Physics,61,C,55.8,3.7,No,No
STU_032266,Student_32266,16,Female,School_25,CBSE,11,English,62,C+,80.2,6.2,No,No
STU_032267,Student_32267,14,Female,School_5,IB,9,Economics,80,D,94.3,6.5,No,No
STU_032268,Student_32268,13,Female,School_28,CBSE,10,Physics,64,A,87.5,2.6,Yes,No
STU_032269,Student_32269,16,Female,School_43,ICSE,12,English,83,B,86.5,1.4,No,No
STU_032270,Student_32270,12,Female,School_31,CBSE,12,Computer Science,55,B,91.1,1.8,No,No
STU_032271,Student_32271,15,Female,School_27,IB,10,Hindi,39,F,75.7,6.7,No,No
STU_032272,Student_32272,14,Female,School_5,CBSE,10,Computer Science,72,A+,78.4,7.2,Yes,No
STU_032273,Student_32273,16,Female,School_13,Cambridge,10,Hindi,62,A,95.7,6.8,Yes,No
STU_032274,Student_32274,15,Male,School_26,ICSE,12,Geography,77,B,61.1,4.3,No,No
